chromosome	chromosome_start	chromosome_end	entrez_gene_id	snps_hh550	snps_ho1	snps_affy500	snps_exac	snps_kg3
chr1	46016215	46035721	10327	5	15	5	0	69
chr1	46049518	46084566	4678	4	20	10	12	73
chr1	46085716	46089731	149483	1	16	8	12	53
chr1	46092976	46153785	60313	4	31	10	9	142
chr1	46152886	46160115	51249	1	10	0	0	43
chr1	46159996	46216322	3652	2	19	2	2	139
chr1	46252659	46501896	23139	34	38	39	11	484
chr1	46505812	46642143	8503	15	30	14	11	230
chr1	46640745	46651630	10103	6	13	3	5	47
chr1	46654355	46685977	55624	4	16	1	5	49
chr1	46669006	46686933	541468	1	7	1	3	24
chr1	46713360	46744145	8438	8	18	3	2	26
chr1	46726868	46769280	10489	9	19	3	3	36
chr1	46805849	46830824	387338	9	24	10	9	225
chr1	46859937	46879520	2166	5	9	5	5	82
chr1	46972669	46979898	127343	9	17	10	2	94
chr1	47011316	47017199	148930	3	15	5	2	78
chr1	47023090	47069966	8569	9	33	11	3	101
chr1	47073387	47082563	148932	7	17	0	4	61
chr1	47098409	47134099	64756	8	27	18	6	156
chr1	47140831	47184736	9813	9	22	19	5	140
chr1	47264670	47285085	1580	16	61	9	7	134
chr1	47394846	47407156	1579	3	31	4	3	96
chr1	47489240	47516423	260293	13	18	9	1	115
chr1	47533160	47583991	199974	2	24	7	5	224
chr1	47603107	47615413	284541	4	13	4	12	116
chr1	47649265	47656716	10158	6	15	5	1	51
chr1	47681963	47697892	6886	7	14	8	0	78
chr1	47715811	47779819	6491	10	17	15	5	269
chr1	47799469	47844511	51727	6	16	5	1	179
chr1	47881744	47883723	2301	4	7	4	1	36
chr1	47901689	47906363	2306	1	8	3	0	40
chr1	48688357	48714316	200010	11	19	6	8	105
chr1	48761044	48937845	54558	16	29	17	2	260
chr1	48998527	50489585	84871	172	260	194	5	1896
chr1	49193195	49242641	79656	16	29	15	1	97
chr1	50569582	50669458	1996	15	34	17	2	126
chr1	50883222	50889172	63950	1	10	0	0	33
chr1	50905150	51425935	11124	41	56	31	3	500
chr1	51426417	51440305	1031	2	8	3	1	25
chr1	51567906	51613752	284546	4	6	4	0	86
chr1	51701943	51739127	26994	4	7	2	0	24
chr1	51752782	51810785	22996	6	12	7	3	54
chr1	51819935	51985000	2060	13	26	6	4	120
chr1	52042851	52254141	114883	16	28	2	2	179
chr1	52254863	52344477	4898	17	27	9	5	172
chr1	52373628	52456436	5865	10	19	10	1	136
chr1	52485803	52521843	51060	1	19	6	2	49
chr1	52497775	52499488	112970	0	10	1	2	16
chr1	52521797	52556388	91408	2	13	9	0	87
chr1	52608046	52812358	9372	14	42	11	2	179
chr1	52811395	52831865	200014	3	18	4	2	27
chr1	52838501	52870131	4998	4	15	7	2	36
chr1	52870236	52883992	84950	0	11	5	2	21
chr1	52888947	53018772	23318	7	28	10	4	177
chr1	53068044	53074723	2882	6	13	7	2	52
chr1	53152508	53164038	65260	4	12	3	1	72
chr1	53192131	53293014	79699	10	24	17	1	311
chr1	53308183	53360670	440590	4	13	8	2	143
chr1	53361895	53387446	55268	2	12	2	1	56
chr1	53392948	53517282	6342	18	50	28	6	517
chr1	53527854	53551174	127435	11	41	10	21	184
chr1	53552855	53608289	6512	27	66	19	16	346
chr1	53662101	53679869	1376	5	24	0	4	61
chr1	53679771	53686289	54987	7	25	0	4	36
chr1	53692564	53704282	4116	8	26	2	2	32
chr1	53711212	53793821	7804	29	147	18	4	216
chr1	53925072	53933161	63948	6	10	8	2	57
chr1	53971910	54199877	148979	54	114	63	5	649
chr1	54231133	54304533	55706	10	20	9	3	120
chr1	54317392	54355507	54432	7	27	13	3	150
chr1	54359861	54376759	1733	10	26	8	5	116
chr1	54387234	54411975	51668	5	10	4	0	57
chr1	54411750	54433841	115353	3	7	2	1	37
chr1	54474412	54483856	388633	4	14	6	0	83
chr1	54497347	54519177	9528	4	13	5	0	61
chr1	54519260	54578192	127428	11	28	9	1	128
chr1	54604668	54619443	200008	21	32	11	2	97
chr1	54609065	54665746	606495	29	47	16	7	181
chr1	54649714	54686603	51253	13	31	6	9	119
chr1	54692195	54872092	23648	51	92	33	6	446
chr1	55007930	55104865	26027	35	64	21	15	362
chr1	55074855	55089229	338094	6	20	2	10	97
chr1	55107444	55207981	374977	40	67	35	22	458
chr1	55222571	55230187	25973	6	13	11	2	102
chr1	55245385	55266940	55001	5	19	5	8	119
chr1	55271736	55307925	163747	12	37	10	8	243
chr1	55315306	55352891	1718	8	29	18	3	198
chr1	55446465	55457966	199964	4	18	12	4	109
chr1	55464606	55474656	7809	15	27	7	6	105
chr1	55505220	55530525	255738	15	39	11	10	149
chr1	55532032	55681039	23358	21	44	29	13	212
chr1	56960419	57110974	8613	42	67	37	3	539
chr1	57110995	57181008	5563	11	30	11	4	238
chr1	57184477	57285369	199920	29	62	46	9	349
chr1	57320479	57383894	731	17	40	34	8	255
chr1	57394883	57431813	732	8	24	16	5	177
chr1	57460451	59012406	1600	469	702	482	9	4171
chr1	58881056	59012474	115209	43	75	50	8	490
chr1	59041099	59043166	4070	3	10	6	3	94
chr1	59120411	59165764	114803	12	27	23	13	264
chr1	59246465	59249785	3725	4	17	8	1	37
chr1	59762467	60233347	55277	69	138	94	2	966
chr1	60280458	60342050	51361	8	21	14	1	107
chr1	60358980	60392462	1573	16	81	11	2	81
chr1	60452941	60539442	127795	30	45	31	7	183
chr1	61330931	61928465	4774	129	246	141	3	1186
chr1	62146717	62191095	83941	8	21	11	1	131
chr1	62208149	62629592	10207	104	150	73	22	1192
chr1	62701837	62785085	163782	47	69	34	17	378
chr1	62901968	62917475	7398	2	14	6	0	69
chr1	62920399	63153969	85440	13	40	20	5	314
chr1	63063158	63071830	27329	1	9	2	0	19
chr1	63249806	63331184	84938	15	31	19	2	196
chr1	63788730	63790797	27022	3	11	1	1	52
chr1	63833261	63904233	29929	13	35	16	1	167
chr1	63906441	64059392	23421	17	46	20	11	401
chr1	63989013	64038364	84455	8	22	9	10	161
chr1	64058947	64125916	5236	19	41	26	7	244
chr1	64239693	64647181	4919	93	133	93	4	944
chr1	64669310	64733051	148581	16	31	23	2	266
chr1	64936428	65158741	57685	61	95	44	4	394
chr1	65210778	65298915	55225	15	23	17	3	135
chr1	65298912	65432187	3716	32	51	40	12	298
chr1	65613232	65697819	205	19	31	15	4	213
chr1	65713902	65881552	9829	39	61	35	10	449
chr1	65886270	65901690	54741	9	17	8	2	75
chr1	65886335	66107242	3953	40	74	48	12	624
chr1	66258197	66840262	5142	120	198	171	4	1395
chr1	66999066	67213982	84251	67	102	98	10	779
chr1	67218143	67244470	200132	12	26	9	3	119
chr1	67263424	67266939	10022	7	12	4	1	67
chr1	67278568	67390570	79819	20	33	15	8	230
chr1	67390640	67454302	57708	9	23	12	7	150
chr1	67465015	67519782	23169	18	25	15	4	204
chr1	67557859	67594220	400757	10	29	21	10	211
chr1	67632083	67725662	149233	29	51	22	4	238
chr1	67773047	67862583	3595	11	36	16	4	249
chr1	67873493	67896098	26135	0	8	4	1	33
chr1	68150744	68154021	1647	9	12	3	1	66
chr1	68167149	68299150	55970	36	60	34	0	304
chr1	68511645	68517314	9077	4	11	4	0	41
chr1	68564156	68698420	79971	93	121	48	5	438
chr1	68894505	68915642	6121	14	20	13	3	106
chr1	68939835	68962799	55635	9	18	9	6	101
chr1	70034081	70589167	57554	80	120	115	8	1438
chr1	70610488	70671303	55631	4	12	4	0	80
chr1	70671365	70718735	9295	2	10	3	0	56
chr1	70726271	70820417	81573	11	26	1	2	144
chr1	70820511	70833706	11147	5	12	0	3	41
chr1	70876955	70905253	1491	13	20	6	1	98
chr1	71318036	71513491	5733	36	236	55	5	582
chr1	71528974	71546980	9406	5	17	4	5	62
chr1	71868625	72748417	257194	137	232	136	1	1526
chr1	74491699	74663871	127255	13	44	14	9	283
chr1	75033795	75139422	127254	19	49	21	7	174
chr1	75171170	75199092	1429	10	27	6	3	107
chr1	75198840	75232362	127253	4	13	3	3	107
chr1	75594119	75627218	431707	4	19	4	3	78
chr1	75667816	76076801	204962	62	101	77	9	940
chr1	76190036	76229364	34	7	17	15	7	171
chr1	76251882	76261100	5876	7	15	8	5	73
chr1	76262567	76378923	4438	16	35	25	18	420
chr1	76384558	76398116	127247	6	19	7	3	105
chr1	76540404	77100286	256435	177	268	145	3	1536
chr1	77333126	77531396	81849	23	63	38	0	394
chr1	77554675	77685115	10026	22	45	17	2	344
chr1	77747662	78025654	26289	108	145	91	3	877
chr1	78028101	78149104	26009	17	24	8	1	138
chr1	78161672	78225537	23032	3	12	6	5	64
chr1	78245309	78344106	374986	4	19	4	0	113
chr1	78354198	78409580	91624	2	14	5	5	89
chr1	78400603	78444794	8880	3	19	4	7	88
chr1	78444859	78483648	11080	4	12	1	0	85
chr1	78445226	78604133	54810	24	49	19	2	316
chr1	78769568	79005434	5737	35	71	47	1	511
chr1	79085607	79108484	10964	9	25	7	6	44
chr1	79115481	79129763	10561	5	21	8	2	63
chr1	79355449	79472495	64123	39	57	19	6	418
chr1	81771845	82459719	23266	185	294	140	1	1803
chr1	84330711	84464833	79739	10	29	25	1	184
chr1	84543745	84704181	5567	18	44	19	0	233
chr1	84764049	84855640	148418	24	45	29	1	182
chr1	84864215	84880701	58511	12	17	12	6	100
chr1	84944942	84963473	80135	6	25	5	1	100
chr1	84964008	84972248	2787	5	16	4	0	69
chr1	84971974	85031877	64173	14	45	10	13	196
chr1	85018804	85040163	1486	8	30	7	12	93
chr1	85109390	85156486	117178	14	26	13	5	128
chr1	85277285	85358896	23566	43	49	27	0	245
chr1	85391267	85462796	255231	19	38	40	4	315
chr1	85464830	85598821	126820	35	70	30	10	392
chr1	85483765	85514182	55283	8	15	4	1	75
chr1	85623356	85667407	84144	9	16	8	3	169
chr1	85715639	85725355	148423	12	18	7	2	66
chr1	85731464	85743771	8915	11	20	5	4	84
chr1	85784168	86043933	23576	78	129	67	5	733
chr1	86046444	86049645	3491	9	10	2	1	47
chr1	86118491	86174101	54680	9	23	12	3	149
chr1	86194916	86622626	255631	95	140	80	23	1441
chr1	86808753	86862023	57489	10	16	9	6	141
chr1	86889769	86922241	9635	13	33	12	13	219
chr1	86934051	86965972	1179	17	42	26	7	132
chr1	87012759	87046437	22802	8	21	9	2	80
chr1	87170259	87213867	51100	5	18	6	3	77
chr1	87380331	87634887	9653	40	68	33	5	452
chr1	87794151	87812788	8543	7	21	5	1	84
chr1	89149905	89301938	5586	16	32	26	3	367
chr1	89318615	89357627	2959	3	16	8	0	129
chr1	89401456	89458636	56267	16	28	16	2	176
chr1	89445139	89458455	494115	8	12	9	0	104
chr1	89472360	89488549	2635	9	21	14	7	188
chr1	89517987	89531043	2633	4	11	5	6	85
chr1	89571815	89616139	2634	11	23	6	4	138
chr1	89597434	89641723	388646	7	17	7	2	88
chr1	89646831	89664615	115361	7	10	8	10	59
chr1	89724633	89738544	115362	9	12	4	2	39
chr1	89829617	89853719	163351	13	25	15	8	121
chr1	89990395	90063423	23507	24	31	28	2	213
chr1	90098631	90230077	84230	20	43	32	1	248
chr1	90286604	90401982	55144	31	44	18	0	165
chr1	90457722	90494097	284695	5	17	5	1	59
chr1	91177159	91182794	343472	0	7	0	0	34
chr1	91380859	91487829	84146	8	21	5	1	144
chr1	91726323	91870426	164045	16	34	11	9	295
chr1	91966404	91991321	8317	10	21	11	1	79
chr1	92145900	92371559	7049	81	124	70	14	679
chr1	92414928	92479983	676	10	16	11	8	211
chr1	92495539	92529093	253152	5	14	3	0	77
chr1	92545862	92613393	284697	10	27	9	1	107
chr1	92632542	92650280	23285	2	1	1	2	32
chr1	92683497	92711370	388649	6	12	2	1	58
chr1	92711959	92764544	11146	2	14	2	3	75
chr1	92764522	92853730	79871	7	14	10	1	106
chr1	92940319	92952433	2672	5	15	8	1	50
chr1	92974253	93257961	7813	20	40	27	5	449
chr1	93297597	93307481	6125	2	7	3	2	42
chr1	93307724	93427079	388650	14	22	18	2	177
chr1	93544795	93604638	22823	8	9	6	3	114
chr1	93615299	93646285	50999	8	14	7	6	86
chr1	93645920	93744287	343099	6	27	12	14	247
chr1	93811445	93828149	1810	1	16	4	1	72
chr1	93913658	94020218	54874	10	17	8	0	92
chr1	94027347	94312706	8412	49	78	56	0	796
chr1	94331839	94345474	30836	6	26	9	5	119
chr1	94350761	94374966	2730	6	29	8	8	115
chr1	94458393	94586688	24	88	215	54	23	464
chr1	94637307	94703189	9411	14	28	14	2	118
chr1	94883933	94984222	5825	11	22	8	1	109
chr1	94994781	95007356	2152	3	18	11	0	32
chr1	95285898	95360802	126969	25	63	33	11	302
chr1	95362507	95392834	1266	9	25	7	5	125
chr1	95448297	95538501	199857	17	26	20	1	198
chr1	95582894	95663163	148534	18	37	8	1	213
chr1	95699711	95712781	25950	8	17	4	2	79
chr1	97187221	97280349	58155	7	19	13	3	184
chr1	97543299	98386605	1806	135	670	98	7	1554
chr1	99127279	99226056	51375	19	34	22	4	364
chr1	99355803	99470588	163404	27	46	34	2	345
chr1	99729509	99775146	9890	18	34	15	1	150
chr1	100111499	100160097	54873	25	41	17	2	163
chr1	100174259	100232187	391059	15	36	16	4	255
chr1	100315640	100389579	178	20	34	23	11	193
chr1	100435345	100492448	23443	10	20	3	1	117
chr1	100503653	100548933	64645	3	12	4	1	83
chr1	100549119	100598511	163786	7	20	4	5	74
chr1	100598706	100616053	54482	5	11	2	2	28
chr1	100614409	100643771	127495	4	14	5	0	34
chr1	100659736	100715390	1629	8	16	7	2	110
chr1	100731763	100758325	8634	6	14	6	0	89
chr1	100817290	100985833	8556	28	55	25	6	401
chr1	101003693	101007574	54112	6	11	3	1	55
chr1	101185305	101204601	7412	14	27	8	3	72
chr1	101337943	101361554	2135	8	13	2	0	39
chr1	101361632	101447309	148867	10	27	8	1	116
chr1	101455179	101491644	51611	6	12	6	0	59
chr1	101702444	101707074	1901	7	12	1	1	44
chr1	102268130	102462790	118427	53	93	55	2	643
chr1	103342023	103574052	1301	53	81	38	23	755
chr1	104068578	104097854	55599	2	7	2	2	39
chr1	107599301	107601916	55170	5	9	6	1	51
chr1	107682629	108026080	22854	83	152	90	2	628
chr1	108113782	108507858	10451	111	161	107	9	1151
chr1	108677442	108742898	29957	20	44	13	4	233
chr1	108765087	108786703	148545	1	3	0	2	36
chr1	108918435	109013624	653149	1	3	1	3	80
chr1	109102711	109187522	284611	12	29	13	3	145
chr1	109190912	109217815	113802	3	11	1	0	56
chr1	109234945	109244425	55119	0	3	1	0	15
chr1	109255556	109285365	163479	9	26	5	9	87
chr1	109289296	109352148	6814	11	23	19	7	198
chr1	109358520	109400850	254268	24	56	19	15	230
chr1	109417972	109473044	29899	10	31	6	7	109
chr1	109472130	109506111	23155	16	33	11	5	124
chr1	109512836	109584850	22911	9	24	6	0	144
chr1	109605121	109618624	6884	0	9	1	0	66
chr1	109630883	109639556	56900	0	6	1	0	56
chr1	109648573	109656479	127003	1	6	3	2	65
chr1	109656533	109749401	57535	23	53	24	12	316
chr1	109756540	109780791	6301	9	25	11	2	73
chr1	109792641	109818377	1952	13	35	5	21	98
chr1	109822176	109825808	84722	8	23	4	9	50
chr1	109834987	109849663	343263	4	17	5	7	55
chr1	109852192	109940573	6272	6	21	9	5	103
chr1	109944470	109969049	5686	4	8	7	2	56
chr1	110009224	110024759	284612	3	13	5	2	59
chr1	110026101	110035426	127002	4	10	2	4	32
chr1	110036658	110043062	284613	5	13	5	3	36
chr1	110046797	110052360	57463	5	12	8	2	61
chr1	110082494	110089882	83873	3	8	5	1	32
chr1	110091233	110136975	2773	9	17	6	1	80
chr1	110145889	110155679	2780	7	17	2	6	50
chr1	110162459	110174675	271	6	17	2	9	58
chr1	110198703	110217458	2948	6	18	0	6	90
chr1	110210644	110252171	2946	8	29	2	20	189
chr1	110230436	110236367	2944	1	6	0	7	88
chr1	110254877	110260888	2949	6	15	2	8	85
chr1	110276554	110283660	2947	5	17	2	2	51
chr1	110292702	110306649	79574	12	21	6	7	82
chr1	110453233	110473614	1435	14	20	13	6	93
chr1	110527308	110566357	10768	9	18	7	0	46
chr1	110574199	110617263	85369	7	26	12	2	70
chr1	110602616	110613234	257	5	17	9	1	49
chr1	110655062	110656569	164153	8	11	10	0	78
chr1	110693108	110744824	388662	20	27	11	8	123
chr1	110753965	110776666	3749	7	23	4	2	84
chr1	110876516	110889299	64783	3	8	4	3	69
chr1	110905482	110933670	9122	11	20	6	4	95
chr1	110943871	110950560	10542	4	12	2	4	60
chr1	110993822	110999976	84432	13	18	8	1	65
chr1	111059839	111061797	3744	12	15	5	4	56
chr1	111136202	111174096	3737	22	27	7	2	126
chr1	111214310	111217655	3738	3	9	1	0	38
chr1	111415722	111442558	963	13	22	10	2	130
chr1	111489812	111506587	55791	5	9	1	1	57
chr1	111659955	111682825	128338	8	12	11	2	82
chr1	111682249	111727724	10390	12	21	15	5	91
chr1	111729796	111747157	79961	12	24	8	6	85
chr1	111770232	111786062	1117	13	25	27	9	168
chr1	111833484	111863188	27159	25	33	35	18	293
chr1	111888910	111895635	128344	10	19	14	2	114
chr1	111956936	111970399	5016	8	16	13	15	98
chr1	111982512	111991998	79084	6	13	3	5	49
chr1	111991486	112005395	515	6	18	2	5	53
chr1	112016414	112021134	128346	4	16	3	5	55
chr1	112025970	112106597	140	33	65	27	11	287
chr1	112084840	112259313	5906	62	86	43	5	571
chr1	112264686	112298419	55924	9	23	9	7	123
chr1	112298219	112310199	11218	5	16	7	10	88
chr1	112313284	112531777	3752	113	158	70	9	578
chr1	112938803	113003786	55917	15	33	23	2	189
chr1	113009163	113065288	7482	10	31	18	2	142
chr1	113066140	113163447	54879	8	25	16	4	173
chr1	113161795	113214241	829	8	13	5	2	87
chr1	113215763	113243368	4343	5	22	6	10	69
chr1	113243728	113254053	389	3	21	4	12	49
chr1	113252616	113258099	333926	2	15	4	6	36
chr1	113263041	113269857	284467	2	9	2	3	38
chr1	113454469	113499635	6566	2	31	2	3	76
chr1	113615831	113669822	9860	7	23	9	3	89
chr1	113933371	114228545	260425	31	47	32	4	434
chr1	114239453	114302111	10745	4	22	3	4	94
chr1	114304454	114355070	54665	6	41	5	3	65
chr1	114356433	114414381	26191	9	28	7	6	100
chr1	114420790	114430169	440603	8	22	7	1	44
chr1	114437370	114447823	10717	8	18	6	6	41
chr1	114447763	114456708	64858	7	11	4	6	41
chr1	114471814	114520426	204851	9	25	7	2	101
chr1	114522063	114524876	56944	6	15	6	1	61
chr1	114631914	114696541	148281	47	65	29	4	284
chr1	114935399	115053781	51592	10	20	6	4	136
chr1	115110178	115124260	10286	1	7	3	3	44
chr1	115125469	115213043	163259	9	22	4	5	126
chr1	115215722	115238239	270	7	18	6	2	61
chr1	115247090	115259515	4893	7	18	5	1	24
chr1	115259534	115300671	7812	10	23	8	2	65
chr1	115312100	115323306	80143	2	7	1	0	21
chr1	115397424	115537991	6847	10	27	18	3	177
chr1	115572415	115576941	7252	5	12	3	1	66
chr1	115590632	115632121	10100	27	36	29	4	170
chr1	115828539	115880857	4803	42	50	26	1	166
chr1	116184574	116240845	81839	37	65	19	6	257
chr1	116242628	116311426	845	29	59	22	8	399
chr1	116378998	116386538	4808	5	14	10	0	99
chr1	116519119	116612675	55356	13	53	24	4	174
chr1	116654376	116677861	126868	5	18	7	3	80
chr1	116915290	116952883	476	4	19	17	4	100
chr1	117057157	117113715	965	5	25	4	2	79
chr1	117297007	117311850	914	5	13	4	1	50
chr1	117452679	117532980	5738	33	51	30	6	257
chr1	117544382	117579167	9398	19	25	9	6	113
chr1	117602925	117645492	8458	18	31	9	7	142
chr1	117653682	117665209	80263	8	14	4	4	43
chr1	117686209	117753556	79679	19	35	25	4	243
chr1	117910071	118071494	10905	20	37	20	4	431
chr1	118148556	118170994	54855	14	27	22	4	125
chr1	118412037	118472253	54834	5	26	9	1	67
chr1	118472347	118503049	10885	4	17	3	1	76
chr1	118496484	118727846	200162	21	45	29	11	363
chr1	119425666	119532179	6913	29	54	34	3	280
chr1	119573839	119683294	10352	21	43	12	2	294
chr1	119911399	119936753	51179	13	19	9	2	119
chr1	119957673	119965657	3284	2	7	9	0	72
chr1	120049826	120057681	3283	5	11	7	3	101
chr1	120162000	120190390	90874	8	24	8	2	110
chr1	120202421	120286838	26227	26	48	27	6	186
chr1	120290619	120311517	3158	16	30	12	2	81
chr1	120336641	120354283	83998	11	23	8	3	123
chr1	120436156	120439118	11085	6	9	2	2	38
chr1	120454176	120612274	4853	11	32	18	9	162
chr1	120837272	120855681	653820	0	0	0	0	26
chr1	120926979	120935937	2210	0	0	0	1	20
chr1	143896452	143914265	728833	0	0	0	0	3
chr1	144146810	144224481	728841	0	0	0	7	9
chr1	145209119	145291654	388677	0	3	2	6	31
chr1	145413095	145417545	148738	1	3	1	0	22
chr1	145438469	145442635	10628	4	6	0	0	23
chr1	145456236	145470388	84265	4	10	2	0	27
chr1	145470508	145475646	284615	1	6	2	0	16
chr1	145477085	145501669	128077	1	13	3	0	35
chr1	145507598	145511444	9939	1	9	2	0	28
chr1	145516252	145523730	8799	4	17	2	2	26
chr1	145524891	145543868	8515	10	25	6	5	47
chr1	145549216	145568526	148741	7	18	7	8	77
chr1	145575233	145586546	10401	0	13	3	1	38
chr1	145586115	145590461	200035	1	10	2	1	20
chr1	145592605	145611025	10623	1	10	3	1	38
chr1	145611036	145690661	27246	8	15	11	0	129
chr1	145695798	145715614	11126	2	12	4	0	48
chr1	145726918	145764074	5174	5	12	2	0	27
chr1	145883868	145924373	728932	0	0	0	1	2
chr1	146032543	146082765	200030	0	2	0	2	8
chr1	146626685	146644129	5565	9	23	6	2	115
chr1	146655885	146697230	2330	38	68	19	5	307
chr1	146714291	146767443	9557	16	35	21	14	279
chr1	147013182	147098017	607	23	49	18	4	179
chr1	147119170	147142618	51205	14	24	8	4	108
chr1	147228332	147245484	2702	12	33	16	0	112
chr1	147374936	147381393	2703	3	12	4	0	42
chr1	147574324	147624601	728912	0	0	0	1	17
chr1	148003642	148025863	25832	0	0	0	4	93
chr1	149675978	149676609	644634	0	0	0	1	42
chr1	149754227	149764074	2209	0	0	0	0	18
chr1	149765520	149783914	440689	0	1	0	0	20
chr1	149856010	149858232	8349	2	8	0	0	6
chr1	149858486	149872351	51027	3	16	1	2	17
chr1	149858525	149858961	8338	2	9	0	0	5
chr1	149859019	149859466	317772	2	9	0	0	6
chr1	149874870	149889434	9900	5	14	3	2	25
chr1	149895209	149900236	10262	6	11	3	4	14
chr1	149900543	149910252	10903	4	10	2	4	15
chr1	149912231	149982625	56957	8	14	9	4	65
chr1	150039342	150117505	11311	6	20	3	0	79
chr1	150121373	150132260	51177	1	10	4	2	36
chr1	150190717	150208504	81611	5	7	0	1	52
chr1	150230169	150237478	23632	4	7	1	2	26
chr1	150237799	150241980	51107	4	10	1	2	23
chr1	150240600	150253327	79630	6	17	2	4	45
chr1	150254953	150259505	148523	5	17	1	2	53
chr1	150266289	150281414	54460	6	16	5	5	100
chr1	150293925	150325703	9129	2	11	1	2	114
chr1	150335567	150449042	23248	11	21	12	5	371
chr1	150459890	150480078	80222	4	14	4	6	104
chr1	150480487	150486265	1893	2	8	1	6	53
chr1	150521884	150533413	54507	9	11	0	4	50
chr1	150547032	150552066	4170	4	9	1	1	38
chr1	150573327	150602088	2029	5	9	4	0	46
chr1	150618701	150669672	55204	13	23	12	1	138
chr1	150670536	150693364	84072	9	8	5	2	93
chr1	150702551	150738433	1520	2	7	3	2	85
chr1	150768684	150780799	1513	1	23	4	1	26
chr1	150782181	150849244	405	7	45	7	4	100
chr1	150898767	150937220	9869	5	9	5	5	95
chr1	150933059	150947479	29956	4	10	7	5	64
chr1	150954493	150968110	8416	7	10	4	6	71
chr1	150965682	150980225	55793	6	11	4	6	64
chr1	150980896	151008189	58497	11	18	9	11	106
chr1	151009034	151020076	149428	7	15	7	7	67
chr1	151020216	151024462	54964	5	12	3	5	29
chr1	151023447	151032249	56882	4	16	4	3	31
chr1	151030234	151040970	10962	2	12	1	1	36
chr1	151043054	151098018	126626	4	19	2	4	117
chr1	151104161	151119104	10500	5	12	2	4	50
chr1	151129105	151132225	79626	4	9	0	0	21
chr1	151132222	151138424	388695	4	10	0	2	21
chr1	151138498	151142773	79005	4	10	0	2	15
chr1	151142462	151148547	29765	3	8	1	2	13
chr1	151142463	151167797	6944	5	10	1	2	28
chr1	151170425	151222012	8394	4	8	3	2	65
chr1	151227179	151239955	5710	1	4	3	1	27
chr1	151254094	151264381	57592	1	11	2	4	21
chr1	151264413	151300191	5298	7	13	2	3	34
chr1	151313116	151319833	5993	1	9	0	1	27
chr1	151336778	151345209	8991	9	7	4	2	42
chr1	151372010	151374420	5692	1	8	5	5	28
chr1	151375200	151431941	23126	8	24	11	8	109
chr1	151482986	151511168	57530	7	19	13	8	76
chr1	151512781	151556059	7286	11	24	11	5	127
chr1	151584541	151671567	81609	13	37	4	3	140
chr1	151674830	151689290	11189	6	22	1	4	50
chr1	151732119	151736040	65005	3	12	2	7	61
chr1	151735445	151743808	51686	6	17	3	9	76
chr1	151744050	151763892	11022	6	24	7	9	105
chr1	151772740	151778630	339398	7	14	2	2	48
chr1	151778547	151804348	6097	14	24	4	5	84
chr1	151810295	151813033	100191040	6	14	6	3	43
